time	A	B
0.0	1.0721175114333164	0.06299249907470131
0.1	0.9927936174859757	0.14231639302204188
0.2	0.9233588884803539	0.21175112202766364
0.30000000000000004	0.8625804602896666	0.27252955021835085
0.4	0.8093791677054983	0.32573084280251924
0.5	0.7628103830744413	0.37229962743357636
0.6000000000000001	0.7220472437468991	0.41306276676111836
0.7000000000000001	0.6863659705292072	0.4487440399788103
0.8	0.6551330164575034	0.47997699405051397
0.9	0.6277938177104849	0.5073161927975326
1.0	0.6038629469253183	0.5312470635826992
1.1	0.5829154940816685	0.5521945164263489
1.2000000000000002	0.5645795219151684	0.570530488592849
1.3	0.5485294619007072	0.5865805486073102
1.4000000000000001	0.5344803335464199	0.6006296769615975
1.5	0.5221826843577312	0.6129273261502862
1.6	0.5114181606268406	0.6236918498811768
1.7000000000000002	0.5019956304037889	0.6331143801042284
1.8	0.49374778980963957	0.6413622206983778
1.9000000000000001	0.48652819243439593	0.6485818180736213
2.0	0.480208649074453	0.6549013614335643
2.1	0.4746769516400304	0.6604330588679869
2.2	0.46983488081890806	0.6652751296891092
2.3000000000000003	0.4655964621210835	0.6695135483869337
2.4000000000000004	0.4618864393391564	0.6732235711688608
2.5	0.45863893831961744	0.6764710721883997
2.6	0.45579629731932997	0.6793137131886873
2.7	0.45330804317933204	0.6818019673286853
2.8000000000000003	0.4511299951371801	0.6839800153708372
2.9000000000000004	0.44922348036537074	0.6858865301426466
3.0	0.4475546473071541	0.6875553632008633
3.1	0.4460938646175168	0.6890161458905005
3.2	0.4448151950370951	0.6902948154709223
3.3000000000000003	0.4436959348572651	0.6914140756507522
3.4000000000000004	0.4427162107992799	0.6923937997087375
3.5	0.4418586271497474	0.69325138335827
3.6	0.4411079568870839	0.6940020536209335
3.7	0.44045087131466837	0.694659139193349
3.8000000000000003	0.43987570340013726	0.6952343071078801
3.9000000000000004	0.4393722406187374	0.6957377698892799
4.0	0.43893154362251935	0.696178466885498
4.1000000000000005	0.4385457875157111	0.6965642229923062
4.2	0.4382081229180015	0.6969018875900158
4.3	0.4379125543488094	0.6971974561592078
4.4	0.4376538337731647	0.6974561767348526
4.5	0.4374273674190295	0.6976826430889878
4.6000000000000005	0.43722913421153325	0.697880876296484
4.7	0.43705561437586365	0.6980543961321537
4.800000000000001	0.43690372694110385	0.6982062835669134
4.9	0.43677077503535267	0.6983392354726645
5.0	0.43665439800080186	0.6984556125072153
5.1000000000000005	0.43655252947853945	0.6985574810294777
5.2	0.4364633607188441	0.6986466497891731
5.300000000000001	0.4363853084655177	0.6987247020424995
5.4	0.4363169868440199	0.6987930236639972
5.5	0.4362571827542576	0.6988528277537595
5.6000000000000005	0.43620483433111	0.6989051761769071
5.7	0.43615901209024094	0.6989509984177762
5.800000000000001	0.4361189024244285	0.6989911080835887
5.9	0.4360837931573766	0.6990262173506406
6.0	0.436053060898507	0.6990569496095103
6.1000000000000005	0.4360261599742059	0.6990838505338114
6.2	0.4360026127389922	0.6991073977690251
6.300000000000001	0.4359820010945742	0.6991280094134431
6.4	0.4359639590662104	0.699146051441807
6.5	0.43594816630456174	0.6991618442034556
6.6000000000000005	0.43593434239765605	0.6991756681103612
6.7	0.43592224189196943	0.6991877686160478
6.800000000000001	0.4359116499342204	0.6991983605737969
6.9	0.43590237845649343	0.6992076320515238
7.0	0.4358942628369567	0.6992157476710605
7.1000000000000005	0.4358871589768812	0.6992228515311361
7.2	0.4358809407420633	0.699229069765954
7.300000000000001	0.43587549772322	0.6992345127847972
7.4	0.4358707332755921	0.6992392772324252
7.5	0.4358665628029458	0.6992434477050715
7.6000000000000005	0.4358629122555053	0.699247098252512
7.7	0.43585971681514496	0.6992502936928723
7.800000000000001	0.4358569197444967	0.6992530907635206
7.9	0.4358544713795361	0.6992555391284812
8.0	0.43585232824776227	0.699257682260255
8.1	0.4358504522963114	0.6992595582117058
8.200000000000001	0.43584881021630073	0.6992612002917165
8.3	0.43584737285140507	0.699262637656612
8.4	0.43584611468016504	0.6992638958278521
8.5	0.43584501336283493	0.6992649971451822
8.6	0.43584404934472437	0.6992659611632926
8.700000000000001	0.4358432055089905	0.6992668049990265
8.8	0.435842466872716	0.6992675436353011
8.9	0.43584182032087637	0.6992681901871407
9.0	0.4358412543734735	0.6992687561345436
9.1	0.4358407589816993	0.6992692515263178
9.200000000000001	0.43584032534951267	0.6992696851585045
9.3	0.43583994577745844	0.6992700647305587
9.4	0.43583961352595885	0.6992703969820584
9.5	0.4358393226956466	0.6992706878123705
9.600000000000001	0.4358390681226182	0.6992709423853989
9.700000000000001	0.4358388452867441	0.699271165221273
9.8	0.4358386502314114	0.6992713602766057
9.9	0.4358384794932706	0.6992715310147466
10.0	0.4358383300407419	0.6992716804672753
