time	obs_a	obs_b
0	1.0721175114333164	0.6055736384596407
1	0.6038629469253183	1.3759442231351935
2	0.480208649074453	1.579379792061485
3	0.4475546473071541	1.6331020285118716
4	0.43893154362251935	1.6472887250884019
5	0.43665439800080186	1.651035076190899
6	0.436053060898507	1.6520243936481007
7	0.4358942628369567	1.652285647600105
8	0.43585232824776227	1.6523546382228227
9	0.4358412543734735	1.6523728569176461
10	0.4358383300407419	1.6523776680184599
