0,0.0049
0,0.0049
0.5,0.0068593
1,0.0094971
1.5,0.013233
2,0.018292
2.5,0.025221
3,0.03483
3.5,0.047723
4,0.064708
4.5,0.086839
5,0.11499
5.5,0.15015
6,0.19214
6.5,0.24034
7,0.29299
7.5,0.34749
8,0.40076
8.5,0.45049
9,0.49486
9.5,0.53276
10,0.5641
10.5,0.58802
11,0.60642
11.5,0.62038
12,0.63106
12.5,0.63889
13,0.64458
13.5,0.64866
14,0.65163
14.5,0.65384
15,0.65541
15.5,0.65649
16,0.65728
16.5,0.65789
17,0.65831
17.5,0.65859
18,0.65879
18.5,0.65894
19,0.65906
19.5,0.65915
20,0.6592
20.5,0.65924
21,0.65927
21.5,0.65929
22,0.65931
22.5,0.65932
23,0.65933
23.5,0.65933
