0,0.0122
0,0.0122
0.5,0.012794
1,0.013414
1.5,0.014061
2,0.014736
2.5,0.015441
3,0.016174
3.5,0.016936
4,0.017729
4.5,0.018552
5,0.019411
5.5,0.020306
6,0.021235
6.5,0.022197
7,0.023194
7.5,0.024226
8,0.025294
8.5,0.026405
9,0.027553
9.5,0.028739
10,0.029962
10.5,0.031223
11,0.032521
11.5,0.033858
12,0.035239
12.5,0.036657
13,0.038112
13.5,0.039604
14,0.041131
14.5,0.042694
15,0.044294
15.5,0.045931
16,0.047601
16.5,0.049301
17,0.051031
17.5,0.052789
18,0.054574
18.5,0.056388
19,0.058225
19.5,0.060083
20,0.06196
20.5,0.063854
21,0.065762
21.5,0.067682
22,0.069614
22.5,0.071553
23,0.073496
23.5,0.075441
