0,0.01085
0,0.01085
0.5,0.011997
1,0.013258
1.5,0.014656
2,0.016188
2.5,0.017865
3,0.019696
3.5,0.021692
4,0.023866
4.5,0.02624
5,0.028851
5.5,0.031679
6,0.034736
6.5,0.038034
7,0.041581
7.5,0.045387
8,0.049492
8.5,0.053896
9,0.058578
9.5,0.063537
10,0.068771
10.5,0.074274
11,0.080039
11.5,0.086094
12,0.092383
12.5,0.098875
13,0.10555
13.5,0.11237
14,0.11932
14.5,0.12636
15,0.13346
15.5,0.14056
16,0.14764
16.5,0.15465
17,0.16156
17.5,0.16834
18,0.17495
18.5,0.18135
19,0.18752
19.5,0.19346
20,0.19914
20.5,0.20457
21,0.20972
21.5,0.21455
22,0.21909
22.5,0.2234
23,0.22738
23.5,0.23112
