0,0.0039
0,0.0039
0.5,0.0043359
1,0.0048212
1.5,0.0053555
2,0.005953
2.5,0.0066128
3,0.0073405
3.5,0.0081423
4,0.0090245
4.5,0.0099941
5,0.011074
5.5,0.012266
6,0.013574
6.5,0.015005
7,0.016569
7.5,0.018274
8,0.02013
8.5,0.022182
9,0.024408
9.5,0.026816
10,0.029415
10.5,0.03221
11,0.035208
11.5,0.038426
12,0.041889
12.5,0.045563
13,0.049448
13.5,0.053538
14,0.057827
14.5,0.062304
15,0.066976
15.5,0.071816
16,0.076789
16.5,0.081872
17,0.08704
17.5,0.09227
18,0.097535
18.5,0.1028
19,0.10803
19.5,0.1132
20,0.11828
20.5,0.12325
21,0.12809
21.5,0.13277
22,0.13724
22.5,0.14155
23,0.14564
23.5,0.14953
