0,0.005
0,0.005
0.5,0.0065953
1,0.008651
1.5,0.011309
2,0.014736
2.5,0.019248
3,0.025087
3.5,0.03261
4,0.042241
4.5,0.054597
5,0.070141
5.5,0.089417
6,0.1129
6.5,0.14107
7,0.17377
7.5,0.21095
8,0.25212
8.5,0.29659
9,0.34238
9.5,0.3877
10,0.43118
10.5,0.47163
11,0.50814
11.5,0.54014
12,0.56662
12.5,0.58861
13,0.60664
13.5,0.62126
14,0.633
14.5,0.64227
15,0.64937
15.5,0.65467
16,0.65887
16.5,0.66216
17,0.66468
17.5,0.66658
18,0.66804
18.5,0.66917
19,0.67001
19.5,0.67065
20,0.67113
20.5,0.67151
21,0.67181
21.5,0.67203
22,0.67219
22.5,0.67232
23,0.67242
23.5,0.67249
