0,0.0091
0,0.0091
0.5,0.011266
1,0.013863
1.5,0.017016
2,0.020759
2.5,0.025143
3,0.030225
3.5,0.035964
4,0.042341
4.5,0.049296
5,0.056728
5.5,0.064522
6,0.072395
6.5,0.080162
7,0.087657
7.5,0.094729
8,0.10126
8.5,0.10713
9,0.11222
9.5,0.11665
10,0.12046
10.5,0.12369
11,0.1264
11.5,0.12865
12,0.13047
12.5,0.13193
13,0.13314
13.5,0.13411
14,0.1349
14.5,0.13554
15,0.13605
15.5,0.13646
16,0.13677
16.5,0.13703
17,0.13724
17.5,0.13741
18,0.13754
18.5,0.13764
19,0.13773
19.5,0.13779
20,0.13784
20.5,0.13789
21,0.13792
21.5,0.13795
22,0.13797
22.5,0.13799
23,0.138
23.5,0.13801
